,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
2704,WD88540,California,M,High School or Below,780191.7081391752,0.0,96.0,0,Personal Auto,Two-Door Car,460.8
2705,IL67915,Arizona,F,College,780191.7081391752,50117.0,107.0,0,Corporate Auto,Four-Door Car,462.654347
2706,VQ76590,Arizona,M,Bachelor,780191.7081391752,22828.0,106.0,0,Personal Auto,SUV,508.8
2707,FJ60600,Oregon,F,High School or Below,780191.7081391752,0.0,96.0,0,Personal Auto,Four-Door Car,818.730215
2708,MP53132,Oregon,F,High School or Below,780191.7081391752,0.0,136.0,0,Corporate Auto,SUV,979.2
2709,XP96549,Oregon,F,High School or Below,780191.7081391752,20868.0,112.0,0,Personal Auto,SUV,537.6
2710,VC34797,California,F,Bachelor,780191.7081391752,40921.0,62.0,2,Corporate Auto,Four-Door Car,10.560419
2711,QV30663,Nevada,F,Master,780191.7081391752,99654.0,121.0,0,Personal Auto,SUV,272.788141
2712,AK90865,Oregon,F,High School or Below,780191.7081391752,0.0,110.0,0,Special Auto,Luxury,686.90827
2713,BX51438,Arizona,M,Bachelor,780191.7081391752,56218.0,72.0,2,Personal Auto,Four-Door Car,302.942519
2714,DU38713,Arizona,F,High School or Below,780191.7081391752,70717.0,72.0,0,Personal Auto,Two-Door Car,37.28874
2715,WQ13284,California,M,College,780191.7081391752,62989.0,71.0,1,Personal Auto,Four-Door Car,319.131547
2716,JB36584,Arizona,M,Master,780191.7081391752,41459.0,71.0,0,Personal Auto,Four-Door Car,340.8
2717,WQ23548,California,F,Master,780191.7081391752,0.0,102.0,1,Personal Auto,SUV,489.6
2718,WZ98067,Oregon,M,College,780191.7081391752,42512.0,105.0,1,Personal Auto,Four-Door Car,77.479316
2719,AQ11656,Arizona,M,Bachelor,780191.7081391752,0.0,61.0,0,Personal Auto,Four-Door Car,437.040616
2720,KL14426,Nevada,F,Doctor,780191.7081391752,83288.0,124.0,0,Personal Auto,SUV,353.397699
2721,PG48617,California,M,High School or Below,780191.7081391752,46267.0,72.0,0,Personal Auto,Four-Door Car,231.969205
2722,QB24570,Oregon,F,Master,780191.7081391752,0.0,122.0,0,Corporate Auto,Luxury,650.52179
2723,NI68379,Oregon,M,Master,780191.7081391752,74424.0,81.0,0,Personal Auto,Four-Door Car,388.8
2724,RS92763,Oregon,F,College,780191.7081391752,0.0,72.0,0,Personal Auto,Four-Door Car,693.084662
2725,PA75237,Nevada,M,Doctor,780191.7081391752,58883.0,62.0,0,Corporate Auto,Two-Door Car,432.480275
2726,LR35392,Oregon,M,High School or Below,780191.7081391752,41539.0,116.0,0,Personal Auto,Four-Door Car,556.8
2727,KC22636,California,F,High School or Below,780191.7081391752,33881.0,68.0,0,Personal Auto,Four-Door Car,65.659137
2728,IJ98317,California,F,Bachelor,780191.7081391752,86448.0,90.0,0,Personal Auto,Four-Door Car,59.853369
2729,DY49235,Arizona,F,College,780191.7081391752,25237.0,69.0,0,Personal Auto,Four-Door Car,378.345883
2730,EG94409,Nevada,F,High School or Below,780191.7081391752,0.0,67.0,0,Special Auto,Four-Door Car,482.4
2731,GB59748,Arizona,F,College,780191.7081391752,49419.0,77.0,0,Personal Auto,Four-Door Car,203.296071
2732,MP68135,Oregon,M,College,780191.7081391752,90414.0,83.0,1,Personal Auto,Four-Door Car,398.4
2733,CZ56843,California,M,College,780191.7081391752,39930.0,86.0,1,Personal Auto,Four-Door Car,412.8
2734,DJ47372,California,M,Doctor,780191.7081391752,23202.0,96.0,0,Personal Auto,Four-Door Car,460.8
2735,XZ51937,California,F,Master,780191.7081391752,79487.0,114.0,0,Personal Auto,SUV,547.2
2736,IZ27630,Oregon,M,Master,780191.7081391752,68423.0,85.0,0,Personal Auto,Two-Door Car,324.413656
2737,IM14119,Arizona,F,Bachelor,780191.7081391752,84495.0,63.0,0,Special Auto,Two-Door Car,302.4
2738,PN53766,California,M,Doctor,780191.7081391752,43091.0,69.0,1,Corporate Auto,Four-Door Car,330.138332
2739,DQ93036,Arizona,M,High School or Below,780191.7081391752,41951.0,91.0,0,Personal Auto,Four-Door Car,40.536151
2740,WA70405,Nevada,M,College,780191.7081391752,89834.0,105.0,0,Personal Auto,SUV,504.0
2741,NF51705,Nevada,M,High School or Below,780191.7081391752,92157.0,69.0,0,Corporate Auto,Two-Door Car,270.381385
2742,LR37068,Oregon,F,College,780191.7081391752,35773.0,93.0,0,Personal Auto,Four-Door Car,446.4
2743,EC18611,Nevada,M,High School or Below,780191.7081391752,0.0,99.0,0,Personal Auto,Two-Door Car,475.2
2744,NP88319,Oregon,F,High School or Below,780191.7081391752,15850.0,61.0,0,Corporate Auto,Two-Door Car,314.528138
2745,AA11235,Nevada,F,Bachelor,780191.7081391752,11167.0,73.0,3,Personal Auto,Two-Door Car,350.4
2746,DL55489,Oregon,M,High School or Below,780191.7081391752,21195.0,72.0,0,Corporate Auto,Four-Door Car,345.6
2747,UU53919,Oregon,F,Master,780191.7081391752,27430.0,68.0,0,Personal Auto,Two-Door Car,184.955105
2748,JI11950,California,F,High School or Below,780191.7081391752,0.0,63.0,0,Personal Auto,Two-Door Car,302.4
2749,QB82117,Oregon,M,High School or Below,780191.7081391752,0.0,119.0,0,Personal Auto,Luxury,571.2
2750,MR33456,Washington,M,High School or Below,780191.7081391752,59839.0,107.0,2,Personal Auto,SUV,513.6
2751,YN17362,California,M,College,780191.7081391752,0.0,73.0,0,Corporate Auto,Two-Door Car,350.4
2752,UR73910,California,M,College,780191.7081391752,38166.0,67.0,1,Corporate Auto,Four-Door Car,236.842746
2753,KG63751,Washington,M,High School or Below,780191.7081391752,0.0,95.0,0,Personal Auto,Four-Door Car,456.0
2754,NK39001,Oregon,F,Bachelor,780191.7081391752,13457.0,94.0,0,Personal Auto,Two-Door Car,285.825083
2755,HR85493,California,M,College,780191.7081391752,0.0,68.0,0,Personal Auto,Two-Door Car,326.4
2756,QC50643,California,F,Bachelor,780191.7081391752,52721.0,136.0,0,Personal Auto,SUV,550.127548
2757,LO90345,Oregon,F,College,780191.7081391752,22012.0,185.0,0,Corporate Auto,Luxury,75.698305
2758,WK64739,Arizona,F,Bachelor,780191.7081391752,19864.0,63.0,0,Corporate Auto,Four-Door Car,352.394515
2759,QK88438,Arizona,F,College,780191.7081391752,55289.0,67.0,0,Personal Auto,Four-Door Car,134.124254
2760,QX42433,California,M,College,780191.7081391752,30449.0,92.0,0,Personal Auto,Four-Door Car,501.092992
2761,BH52611,California,F,Bachelor,780191.7081391752,27362.0,144.0,0,Personal Auto,SUV,422.78411
2762,SA77508,Oregon,F,High School or Below,780191.7081391752,29460.0,72.0,0,Personal Auto,Four-Door Car,29.303915
2763,HD99234,Oregon,F,College,780191.7081391752,0.0,94.0,0,Personal Auto,Four-Door Car,451.2
2764,DE37110,California,M,Master,780191.7081391752,42532.0,118.0,0,Personal Auto,Luxury,200.641734
2765,DJ93289,California,F,High School or Below,780191.7081391752,66707.0,61.0,0,Personal Auto,Two-Door Car,71.980757
2766,AC40767,Washington,M,Bachelor,780191.7081391752,68041.0,64.0,0,Personal Auto,Two-Door Car,165.570243
2767,GA79817,Arizona,M,Bachelor,780191.7081391752,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0
2768,QH62059,California,M,Bachelor,780191.7081391752,0.0,64.0,1,Personal Auto,Four-Door Car,307.2
2769,ZS35053,Arizona,M,High School or Below,780191.7081391752,40968.0,97.0,1,Personal Auto,Four-Door Car,465.6
2770,II37804,Nevada,M,Bachelor,780191.7081391752,39913.0,106.0,0,Personal Auto,SUV,344.765129
2771,GE63585,California,M,Bachelor,780191.7081391752,31710.0,62.0,0,Corporate Auto,Two-Door Car,199.551735
2772,UV86903,California,F,Bachelor,780191.7081391752,0.0,73.0,3,Personal Auto,Two-Door Car,350.4
2773,JL71713,California,F,Bachelor,780191.7081391752,89113.0,78.0,0,Personal Auto,Four-Door Car,219.362643
2774,DO60145,Arizona,M,College,780191.7081391752,0.0,122.0,0,Personal Auto,SUV,725.870693
2775,FC59209,California,F,Bachelor,780191.7081391752,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
2776,XQ74827,Arizona,F,High School or Below,780191.7081391752,38688.0,249.0,0,Special Auto,Luxury,2294.631639
2777,EY13576,Oregon,F,College,780191.7081391752,0.0,110.0,4,Personal Auto,SUV,528.0
2778,US82810,California,F,Bachelor,780191.7081391752,0.0,127.0,0,Corporate Auto,SUV,609.6
2779,RC61383,Oregon,M,High School or Below,780191.7081391752,28014.0,104.0,0,Personal Auto,SUV,631.594469
2780,PO80505,Nevada,F,College,780191.7081391752,14170.0,109.0,0,Personal Auto,SUV,523.2
2781,MD17521,Oregon,M,High School or Below,780191.7081391752,64825.0,129.0,0,Personal Auto,SUV,359.484342
2782,YV93921,California,M,Bachelor,780191.7081391752,77357.0,67.0,0,Personal Auto,Four-Door Car,29.884537
2783,JP64518,Nevada,M,Bachelor,780191.7081391752,21629.0,62.0,0,Corporate Auto,Two-Door Car,298.626189
2784,OI98135,Washington,M,High School or Below,780191.7081391752,25927.0,103.0,0,Personal Auto,SUV,674.973614
2785,XS97845,Oregon,M,College,780191.7081391752,44388.0,113.0,1,Personal Auto,Four-Door Car,496.843023
2786,DL20327,Oregon,F,College,780191.7081391752,54539.0,63.0,0,Personal Auto,Four-Door Car,287.453171
2787,GD86131,California,F,College,780191.7081391752,17576.0,71.0,0,Corporate Auto,Four-Door Car,398.502948
2788,ID21061,Arizona,F,Master,780191.7081391752,84629.0,90.0,0,Personal Auto,Four-Door Car,411.671832
2789,EN65835,Arizona,F,Bachelor,780191.7081391752,24964.0,185.0,0,Personal Auto,SUV,888.0
2790,BE65350,Oregon,F,High School or Below,780191.7081391752,43573.0,66.0,0,Personal Auto,Two-Door Car,409.684798
2791,GI82721,Arizona,F,College,780191.7081391752,0.0,69.0,0,Corporate Auto,Four-Door Car,340.780156
2792,YR84813,Oregon,M,College,780191.7081391752,0.0,105.0,0,Special Auto,Four-Door Car,756.0
2793,JZ28301,Oregon,F,College,780191.7081391752,35011.0,70.0,0,Personal Auto,Four-Door Car,215.728468
2794,HL40930,Oregon,M,Bachelor,780191.7081391752,63651.0,92.0,0,Personal Auto,Four-Door Car,224.711836
2795,HL33607,Washington,M,College,780191.7081391752,83846.0,74.0,3,Personal Auto,Four-Door Car,355.2
2796,WU21638,California,M,Bachelor,780191.7081391752,0.0,191.0,0,Personal Auto,Luxury,1317.008182
2797,AG32304,Nevada,F,College,780191.7081391752,39133.0,67.0,0,Personal Auto,Four-Door Car,90.524457
2798,JX26859,California,M,Doctor,780191.7081391752,31278.0,92.0,4,Personal Auto,Two-Door Car,441.6
2799,KC75958,California,F,High School or Below,780191.7081391752,0.0,63.0,0,Personal Auto,Four-Door Car,685.12694
2800,ZV32968,Oregon,M,High School or Below,780191.7081391752,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248
2801,GU45597,Oregon,F,Bachelor,780191.7081391752,0.0,117.0,0,Corporate Auto,SUV,561.6
2802,SO95845,California,F,College,780191.7081391752,62447.0,74.0,0,Personal Auto,Two-Door Car,133.977857
2803,GL32197,Oregon,M,College,780191.7081391752,31475.0,64.0,1,Personal Auto,Four-Door Car,22.962412
2804,SC11374,Nevada,F,College,780191.7081391752,80780.0,109.0,0,Corporate Auto,SUV,3.55
2805,RT29777,Oregon,F,Bachelor,780191.7081391752,88613.0,111.0,0,Personal Auto,SUV,359.36848
2806,OB73235,California,M,College,780191.7081391752,45949.0,62.0,0,Corporate Auto,Two-Door Car,110.556062
2807,MV41462,Arizona,F,Bachelor,780191.7081391752,35596.0,64.0,0,Personal Auto,Two-Door Car,307.2
2808,FM67585,California,M,High School or Below,780191.7081391752,76875.0,73.0,0,Personal Auto,Four-Door Car,17.375878
2809,KG57925,California,M,Bachelor,780191.7081391752,41842.0,61.0,0,Corporate Auto,Two-Door Car,292.8
2810,IY24560,California,M,Bachelor,780191.7081391752,28884.0,72.0,1,Corporate Auto,Four-Door Car,518.4
2811,BV33510,Arizona,F,High School or Below,780191.7081391752,24631.0,83.0,1,Personal Auto,Four-Door Car,398.4
2812,XA77673,Nevada,F,College,780191.7081391752,0.0,74.0,2,Personal Auto,Four-Door Car,680.753091
2813,XN90861,Arizona,F,Bachelor,780191.7081391752,71560.0,69.0,0,Personal Auto,Two-Door Car,178.700204
2814,WS84995,Nevada,M,Master,780191.7081391752,0.0,80.0,0,Personal Auto,Four-Door Car,384.0
2815,ZZ49347,Oregon,M,High School or Below,780191.7081391752,72421.0,65.0,0,Personal Auto,Four-Door Car,312.0
2816,XX85323,Arizona,F,Master,780191.7081391752,54702.0,199.0,0,Personal Auto,SUV,955.2
2817,JO64487,California,F,High School or Below,780191.7081391752,0.0,76.0,5,Special Auto,Four-Door Car,547.2
2818,TO55363,Oregon,F,High School or Below,780191.7081391752,57335.0,67.0,0,Personal Auto,Two-Door Car,407.887715
2819,UE67791,Arizona,M,College,780191.7081391752,0.0,67.0,3,Personal Auto,Two-Door Car,482.4
2820,JN69287,California,M,High School or Below,780191.7081391752,35033.0,87.0,0,Personal Auto,Two-Door Car,490.638202
2821,AT55072,Arizona,M,College,780191.7081391752,65733.0,113.0,0,Personal Auto,Four-Door Car,684.948527
2822,LV34368,California,M,Bachelor,780191.7081391752,0.0,69.0,0,Special Auto,Four-Door Car,472.611522
2823,QU40939,Arizona,F,College,780191.7081391752,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
2824,IP94270,Arizona,F,Master,780191.7081391752,16181.0,181.0,0,Personal Auto,SUV,1261.319869
2825,KW33804,Nevada,M,High School or Below,780191.7081391752,86180.0,69.0,4,Personal Auto,Four-Door Car,48.051339
2826,IA42992,Arizona,M,High School or Below,780191.7081391752,36881.0,104.0,0,Special Auto,SUV,499.2
2827,CZ19025,Oregon,F,High School or Below,780191.7081391752,47888.0,64.0,1,Personal Auto,Four-Door Car,545.083116
2828,EN54716,Oregon,F,Doctor,780191.7081391752,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228
2829,UF27940,Washington,F,College,780191.7081391752,47199.0,100.0,3,Corporate Auto,SUV,480.0
2830,QD36118,Oregon,F,College,780191.7081391752,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
2831,XI52305,California,M,Bachelor,780191.7081391752,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124
2832,HZ25580,Washington,F,High School or Below,780191.7081391752,39062.0,61.0,0,Corporate Auto,Two-Door Car,346.991025
2833,JY97451,California,F,College,780191.7081391752,16976.0,69.0,0,Personal Auto,Four-Door Car,238.952528
2834,US78266,California,F,High School or Below,780191.7081391752,0.0,65.0,2,Corporate Auto,Four-Door Car,468.0
2835,SX25962,Arizona,M,College,780191.7081391752,83283.0,193.0,1,Personal Auto,Luxury,273.702709
2836,XQ12791,California,M,High School or Below,780191.7081391752,41972.0,86.0,0,Personal Auto,Four-Door Car,691.709371
2837,EU59853,California,M,College,780191.7081391752,34080.0,107.0,1,Personal Auto,Four-Door Car,220.644418
2838,QR21417,California,F,Bachelor,780191.7081391752,0.0,73.0,3,Corporate Auto,Two-Door Car,350.4
2839,CI27304,California,M,College,780191.7081391752,40269.0,81.0,2,Personal Auto,Four-Door Car,329.980754
2840,WJ52097,Oregon,F,Bachelor,780191.7081391752,61894.0,91.0,0,Corporate Auto,Four-Door Car,436.8
2841,FT65961,California,F,College,780191.7081391752,23300.0,63.0,1,Corporate Auto,Four-Door Car,339.906034
2842,DP87594,Oregon,F,Bachelor,780191.7081391752,66023.0,70.0,0,Personal Auto,Two-Door Car,265.629611
2843,KP96020,Arizona,F,Bachelor,780191.7081391752,39660.0,107.0,0,Corporate Auto,Luxury,416.8496
2844,HQ15974,Nevada,F,College,780191.7081391752,0.0,76.0,1,Personal Auto,Four-Door Car,32.508635
2845,VE98553,Oregon,M,Bachelor,780191.7081391752,60466.0,117.0,0,Personal Auto,Four-Door Car,784.186389
2846,ME44353,Oregon,F,College,780191.7081391752,32848.0,74.0,0,Personal Auto,Four-Door Car,250.454012
2847,AE62631,Oregon,M,Bachelor,780191.7081391752,20662.0,72.0,0,Personal Auto,Two-Door Car,373.324673
2848,GX29162,Arizona,F,High School or Below,780191.7081391752,64985.0,108.0,0,Personal Auto,Two-Door Car,16.425514
2849,LY69932,Oregon,M,High School or Below,780191.7081391752,68022.0,103.0,0,Personal Auto,Luxury,494.4
2850,YY74036,California,M,College,780191.7081391752,72834.0,65.0,3,Corporate Auto,Four-Door Car,91.941259
2851,DP92488,Washington,F,Doctor,780191.7081391752,74592.0,67.0,0,Personal Auto,Two-Door Car,321.6
2852,FO74055,California,F,College,780191.7081391752,73938.0,76.0,0,Personal Auto,Two-Door Car,53.095599
2853,GT97121,California,M,College,780191.7081391752,15999.0,83.0,0,Personal Auto,Four-Door Car,398.4
2854,VF83291,Oregon,F,College,780191.7081391752,0.0,69.0,0,Personal Auto,Four-Door Car,632.081402
2855,OU76593,Oregon,M,College,780191.7081391752,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
2856,HO40387,California,M,Master,780191.7081391752,0.0,72.0,3,Personal Auto,Two-Door Car,345.6
2857,GR37045,Nevada,F,Bachelor,780191.7081391752,0.0,80.0,0,Corporate Auto,Four-Door Car,576.0
2858,KZ84621,Nevada,F,High School or Below,780191.7081391752,62375.0,103.0,1,Personal Auto,SUV,411.228571
2859,FR82361,Arizona,M,Doctor,780191.7081391752,61427.0,88.0,0,Personal Auto,Four-Door Car,422.4
2860,UM14883,California,M,High School or Below,780191.7081391752,64396.0,103.0,0,Special Auto,SUV,355.409311
2861,UX32931,California,F,College,780191.7081391752,49312.0,65.0,1,Corporate Auto,Four-Door Car,230.104769
2862,QA68548,California,F,High School or Below,780191.7081391752,0.0,61.0,0,Personal Auto,Two-Door Car,292.8
2863,QV40364,California,F,High School or Below,780191.7081391752,28513.0,100.0,1,Personal Auto,SUV,480.0
2864,TY87896,California,M,High School or Below,780191.7081391752,0.0,108.0,0,Personal Auto,SUV,518.4
2865,CV75841,California,M,College,780191.7081391752,97321.0,110.0,0,Personal Auto,Four-Door Car,74.744643
2866,YO62357,California,F,College,780191.7081391752,58839.0,65.0,3,Personal Auto,Two-Door Car,18.965718
2867,YN19139,Nevada,M,High School or Below,780191.7081391752,0.0,72.0,0,Corporate Auto,Four-Door Car,518.4
2868,PE63707,Nevada,M,Bachelor,780191.7081391752,88567.0,67.0,0,Personal Auto,Four-Door Car,321.6
2869,NS74173,Nevada,M,College,780191.7081391752,91646.0,74.0,0,Corporate Auto,Two-Door Car,57.678779
2870,ZI73222,California,M,High School or Below,780191.7081391752,0.0,211.0,0,Personal Auto,Luxury,1012.8
2871,AC24378,Arizona,F,High School or Below,780191.7081391752,48552.0,94.0,0,Corporate Auto,Four-Door Car,262.746281
2872,XR71687,Oregon,M,Bachelor,780191.7081391752,31485.0,118.0,0,Personal Auto,SUV,294.905685
2873,GJ70481,Arizona,M,High School or Below,780191.7081391752,0.0,64.0,0,Personal Auto,Four-Door Car,628.801638
2874,JI94264,Arizona,M,College,780191.7081391752,16511.0,135.0,0,Personal Auto,SUV,972.0
2875,YI95434,California,F,College,780191.7081391752,51020.0,73.0,0,Personal Auto,Four-Door Car,350.4
2876,RL34830,California,M,College,780191.7081391752,43838.0,97.0,0,Corporate Auto,Four-Door Car,465.6
2877,CA96568,Oregon,M,College,780191.7081391752,0.0,133.0,0,Corporate Auto,SUV,827.085431
2878,UO16539,Washington,M,Bachelor,780191.7081391752,22454.0,110.0,2,Personal Auto,SUV,556.097027
2879,NP18074,Arizona,F,Bachelor,780191.7081391752,57933.0,105.0,0,Personal Auto,SUV,533.255723
2880,TW45475,Nevada,M,College,780191.7081391752,0.0,124.0,3,Personal Auto,SUV,595.2
2881,CM66204,Arizona,F,College,780191.7081391752,26335.0,113.0,1,Personal Auto,SUV,355.818306
2882,DX80961,Arizona,F,Bachelor,780191.7081391752,85322.0,134.0,0,Personal Auto,SUV,735.491986
2883,JZ15681,California,M,High School or Below,780191.7081391752,37843.0,92.0,0,Personal Auto,Four-Door Car,354.455466
2884,ZZ31825,Oregon,M,Bachelor,780191.7081391752,0.0,67.0,0,Personal Auto,Four-Door Car,482.4
2885,TF77410,Arizona,M,College,780191.7081391752,74730.0,61.0,0,Personal Auto,Four-Door Car,421.235276
2886,HI16452,Oregon,M,High School or Below,780191.7081391752,0.0,94.0,1,Special Auto,Four-Door Car,483.881752
2887,CW98845,Oregon,M,Bachelor,780191.7081391752,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
2888,NI99807,Oregon,M,College,780191.7081391752,28432.0,118.0,0,Personal Auto,SUV,612.300581
2889,QL45827,Washington,F,College,780191.7081391752,71210.0,214.0,1,Personal Auto,Luxury,1027.2
2890,GU60969,Arizona,M,Bachelor,780191.7081391752,19581.0,67.0,0,Corporate Auto,Four-Door Car,321.6
2891,FS67103,Oregon,M,Bachelor,780191.7081391752,0.0,80.0,0,Special Auto,Two-Door Car,576.0
2892,FQ24929,Oregon,M,Master,780191.7081391752,56005.0,68.0,1,Personal Auto,Four-Door Car,326.4
2893,YA12007,California,F,College,780191.7081391752,0.0,80.0,0,Personal Auto,Four-Door Car,572.847549
2894,EW46828,Arizona,M,High School or Below,780191.7081391752,23671.0,69.0,0,Personal Auto,Four-Door Car,331.2
2895,YP67379,Arizona,M,High School or Below,780191.7081391752,22244.0,84.0,0,Personal Auto,Four-Door Car,114.815893
2896,KH16079,Washington,F,High School or Below,780191.7081391752,0.0,66.0,0,Personal Auto,Four-Door Car,470.576119
2897,SJ87277,Arizona,M,High School or Below,780191.7081391752,75329.0,67.0,0,Corporate Auto,Four-Door Car,45.905292
2898,DW14769,Arizona,F,High School or Below,780191.7081391752,0.0,108.0,1,Personal Auto,Two-Door Car,525.392239
2899,CN13435,California,F,College,780191.7081391752,44369.0,68.0,0,Personal Auto,Four-Door Car,185.291566
2900,KO95143,California,M,High School or Below,780191.7081391752,37910.0,108.0,0,Personal Auto,Four-Door Car,518.4
2901,GT66241,California,M,High School or Below,780191.7081391752,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
2902,PP97061,Nevada,F,College,780191.7081391752,40864.0,109.0,1,Personal Auto,SUV,166.937747
2903,KP97208,Oregon,F,College,780191.7081391752,94846.0,73.0,0,Corporate Auto,Two-Door Car,305.031114
2904,SB24397,California,M,High School or Below,780191.7081391752,96306.0,95.0,1,Personal Auto,Four-Door Car,185.355353
2905,EM32982,Arizona,F,Doctor,780191.7081391752,53519.0,111.0,0,Corporate Auto,SUV,520.036279
2906,LB97434,Arizona,M,Bachelor,780191.7081391752,50648.0,69.0,1,Personal Auto,Two-Door Car,331.2
2907,RR37715,Oregon,M,Bachelor,780191.7081391752,64692.0,70.0,0,Corporate Auto,Two-Door Car,336.0
2908,TC81636,Arizona,M,High School or Below,780191.7081391752,0.0,100.0,0,Corporate Auto,SUV,720.0
2909,IC55961,Arizona,F,High School or Below,780191.7081391752,0.0,187.0,1,Corporate Auto,Luxury,1430.336183
2910,HR48520,Oregon,M,Bachelor,780191.7081391752,0.0,109.0,0,Personal Auto,SUV,784.8
2911,VI42566,Oregon,M,Master,780191.7081391752,49311.0,74.0,0,Personal Auto,Four-Door Car,355.2
2912,NU84299,Arizona,M,High School or Below,780191.7081391752,71126.0,71.0,0,Personal Auto,Four-Door Car,324.739746
2913,RT63209,California,F,Master,780191.7081391752,74284.0,74.0,0,Personal Auto,Four-Door Car,268.130863
2914,AM52614,Oregon,F,Bachelor,780191.7081391752,41402.0,119.0,4,Personal Auto,Luxury,571.2
2915,UO40192,Nevada,M,High School or Below,780191.7081391752,79619.0,71.0,3,Personal Auto,Four-Door Car,280.89705
2916,SD67101,Nevada,F,High School or Below,780191.7081391752,25147.0,101.0,0,Personal Auto,SUV,694.598288
2917,EW35231,Oregon,F,High School or Below,780191.7081391752,56379.0,125.0,1,Corporate Auto,SUV,600.0
2918,CT18212,California,F,Bachelor,780191.7081391752,0.0,96.0,0,Personal Auto,Four-Door Car,691.2
2919,YL91587,Arizona,M,High School or Below,780191.7081391752,48911.0,61.0,0,Personal Auto,Two-Door Car,292.8
2920,HS14476,Washington,M,College,780191.7081391752,29723.0,80.0,0,Personal Auto,Four-Door Car,20.985105
2921,DA28072,Arizona,F,Master,780191.7081391752,21841.0,91.0,0,Corporate Auto,Four-Door Car,436.8
2922,JO98946,Oregon,M,Bachelor,780191.7081391752,31796.0,68.0,0,Personal Auto,Four-Door Car,377.442796
2923,BA26944,Nevada,M,Bachelor,780191.7081391752,0.0,105.0,0,Corporate Auto,SUV,504.0
2924,AR47849,Nevada,F,Bachelor,780191.7081391752,48567.0,130.0,0,Personal Auto,SUV,624.0
2925,FO82261,Oregon,M,College,780191.7081391752,66161.0,118.0,0,Personal Auto,SUV,457.593764
2926,QO56662,Arizona,M,Master,780191.7081391752,79751.0,63.0,0,Personal Auto,Two-Door Car,392.235698
2927,UF74084,Arizona,M,Bachelor,780191.7081391752,39469.0,71.0,0,Personal Auto,Two-Door Car,315.560161
2928,OX75108,Arizona,F,Master,780191.7081391752,44305.0,67.0,0,Personal Auto,Four-Door Car,214.772284
2929,QG25195,Oregon,F,Bachelor,780191.7081391752,0.0,68.0,0,Personal Auto,Four-Door Car,444.030724
2930,HT50748,Oregon,F,Doctor,780191.7081391752,38893.0,69.0,0,Personal Auto,Two-Door Car,279.960213
2931,HC42288,California,F,College,780191.7081391752,39187.0,118.0,1,Corporate Auto,SUV,566.4
2932,TC69546,Arizona,M,College,780191.7081391752,70341.0,179.0,0,Personal Auto,SUV,253.511935
2933,GJ63345,Arizona,F,Bachelor,780191.7081391752,0.0,64.0,0,Personal Auto,Four-Door Car,460.8
2934,RK45396,California,M,Bachelor,780191.7081391752,0.0,73.0,0,Corporate Auto,Four-Door Car,350.4
2935,YA71207,California,F,High School or Below,780191.7081391752,30090.0,73.0,0,Corporate Auto,Two-Door Car,329.517492
2936,FK95213,California,F,Master,780191.7081391752,49673.0,232.0,0,Personal Auto,Luxury,1021.654003
2937,MC53402,Washington,M,College,780191.7081391752,0.0,66.0,0,Personal Auto,Two-Door Car,389.944994
2938,VU18023,California,F,High School or Below,780191.7081391752,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
2939,VN37592,Arizona,M,High School or Below,780191.7081391752,50332.0,72.0,0,Personal Auto,Four-Door Car,345.6
2940,KL58949,California,M,Bachelor,780191.7081391752,70190.0,71.0,0,Corporate Auto,Two-Door Car,15.169017
2941,KU14261,Arizona,F,Master,780191.7081391752,38179.0,90.0,1,Personal Auto,Four-Door Car,374.716271
2942,RL97327,Washington,M,Bachelor,780191.7081391752,0.0,115.0,1,Personal Auto,Four-Door Car,699.823461
2943,TO60700,Washington,F,Bachelor,780191.7081391752,25859.0,74.0,0,Special Auto,Four-Door Car,355.2
2944,CR33417,Washington,F,Master,780191.7081391752,36529.0,118.0,0,Personal Auto,SUV,255.005116
2945,ZK90062,Arizona,M,Bachelor,780191.7081391752,67588.0,118.0,0,Personal Auto,Luxury,566.4
2946,JP44710,Nevada,M,High School or Below,780191.7081391752,0.0,121.0,0,Personal Auto,SUV,871.2
2947,RR93140,California,F,College,780191.7081391752,81565.0,71.0,0,Personal Auto,Four-Door Car,190.642833
2948,HW56522,Arizona,M,Bachelor,780191.7081391752,35322.0,244.0,0,Personal Auto,Luxury,76.826503
2949,LR27773,California,F,Bachelor,780191.7081391752,43671.0,67.0,0,Corporate Auto,Four-Door Car,190.649902
2950,CT88432,Arizona,F,Bachelor,780191.7081391752,58682.0,61.0,0,Corporate Auto,Four-Door Car,206.810286
2951,OK86731,Oregon,M,College,780191.7081391752,44230.0,114.0,0,Personal Auto,Luxury,738.222494
